location_id,epoch,satellite_id,label,cn0,elevation,azimuth,pseudorange_residual
UrbanNav-HK-Medium-Urban-1,1621218775,E01,0,33.0,40.0,334.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218775,E26,0,30.0,68.0,136.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218775,G01,0,23.0,41.0,168.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218775,G08,0,20.0,54.0,9.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218775,G09,1,29.0,28.0,232.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218775,G16,0,26.0,16.0,75.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218775,G21,0,33.0,60.0,132.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218775,J03,0,19.0,61.0,68.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218776,E01,0,35.0,40.0,334.0,0.22099999710917473
UrbanNav-HK-Medium-Urban-1,1621218776,E26,0,31.0,68.0,136.0,1.8710000030696392
UrbanNav-HK-Medium-Urban-1,1621218776,G01,0,33.0,41.0,168.0,7.617000002413988
UrbanNav-HK-Medium-Urban-1,1621218776,G09,1,30.0,28.0,232.0,8.328000001609325
UrbanNav-HK-Medium-Urban-1,1621218776,G16,0,26.0,16.0,75.0,28.827999997884035
UrbanNav-HK-Medium-Urban-1,1621218776,G21,0,28.0,60.0,132.0,19.971000004559755
UrbanNav-HK-Medium-Urban-1,1621218777,E01,0,32.0,40.0,334.0,7.258000001311302
UrbanNav-HK-Medium-Urban-1,1621218777,E26,0,28.0,68.0,136.0,53.274999998509884
UrbanNav-HK-Medium-Urban-1,1621218777,G01,0,36.0,41.0,168.0,56.76800000295043
UrbanNav-HK-Medium-Urban-1,1621218777,G09,1,29.0,28.0,232.0,34.39300000295043
UrbanNav-HK-Medium-Urban-1,1621218777,G16,0,21.0,16.0,75.0,1.861999999731779
UrbanNav-HK-Medium-Urban-1,1621218777,G21,0,31.0,60.0,132.0,73.61800000071526
UrbanNav-HK-Medium-Urban-1,1621218778,E01,0,27.0,40.0,334.0,23.874000001698732
UrbanNav-HK-Medium-Urban-1,1621218778,E26,0,27.0,68.0,136.0,18.844999998807907
UrbanNav-HK-Medium-Urban-1,1621218778,G01,0,37.0,41.0,168.0,12.14300000295043
UrbanNav-HK-Medium-Urban-1,1621218778,G09,1,33.0,28.0,232.0,10.829000003635883
UrbanNav-HK-Medium-Urban-1,1621218778,G16,0,25.0,16.0,75.0,45.25
UrbanNav-HK-Medium-Urban-1,1621218778,G21,0,31.0,60.0,132.0,35.29000000283122
UrbanNav-HK-Medium-Urban-1,1621218779,E01,0,24.0,40.0,334.0,19.65599999949336
UrbanNav-HK-Medium-Urban-1,1621218779,E26,0,28.0,68.0,136.0,18.565999999642372
UrbanNav-HK-Medium-Urban-1,1621218779,G01,0,35.0,41.0,168.0,9.168000001460314
UrbanNav-HK-Medium-Urban-1,1621218779,G09,1,34.0,28.0,232.0,8.380000002682209
UrbanNav-HK-Medium-Urban-1,1621218779,G16,0,25.0,16.0,75.0,31.77299999818206
UrbanNav-HK-Medium-Urban-1,1621218779,G21,0,34.0,60.0,132.0,8.331000000238419
UrbanNav-HK-Medium-Urban-1,1621218779,J03,0,23.0,61.0,68.0,77.49800000339746
UrbanNav-HK-Medium-Urban-1,1621218780,E01,0,24.0,40.0,334.0,6.539000000804663
UrbanNav-HK-Medium-Urban-1,1621218780,E26,0,31.0,68.0,136.0,37.26799999922514
UrbanNav-HK-Medium-Urban-1,1621218780,G01,0,28.0,41.0,168.0,54.55000000447035
UrbanNav-HK-Medium-Urban-1,1621218780,G09,1,34.0,28.0,232.0,19.28500000014901
UrbanNav-HK-Medium-Urban-1,1621218780,G16,0,25.0,16.0,75.0,15.77199999988079
UrbanNav-HK-Medium-Urban-1,1621218780,G21,0,32.0,60.0,132.0,85.19100000336766
UrbanNav-HK-Medium-Urban-1,1621218780,R15,0,22.0,12.0,116.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218781,E01,0,23.0,40.0,334.0,10.778999995440245
UrbanNav-HK-Medium-Urban-1,1621218781,E13,1,20.0,35.0,46.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218781,E26,0,32.0,68.0,136.0,12.452999997884035
UrbanNav-HK-Medium-Urban-1,1621218781,G01,0,27.0,41.0,168.0,0.8429999984800816
UrbanNav-HK-Medium-Urban-1,1621218781,G09,1,34.0,28.0,232.0,0.4320000000298023
UrbanNav-HK-Medium-Urban-1,1621218781,G16,0,19.0,16.0,75.0,22.298000000417233
UrbanNav-HK-Medium-Urban-1,1621218781,G21,0,34.0,60.0,132.0,13.909000001847744
UrbanNav-HK-Medium-Urban-1,1621218781,G27,0,15.0,24.0,35.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218782,E01,0,23.0,40.0,334.0,23.256000000983477
UrbanNav-HK-Medium-Urban-1,1621218782,E26,0,30.0,68.0,136.0,48.287999998778105
UrbanNav-HK-Medium-Urban-1,1621218782,G01,0,30.0,42.0,168.0,43.38500000163913
UrbanNav-HK-Medium-Urban-1,1621218782,G08,0,24.0,53.0,11.0,107.99700000882149
UrbanNav-HK-Medium-Urban-1,1621218782,G09,1,33.0,28.0,232.0,23.11099999770522
UrbanNav-HK-Medium-Urban-1,1621218782,G16,0,19.0,16.0,77.0,30.324000000953674
UrbanNav-HK-Medium-Urban-1,1621218782,G21,0,35.0,60.0,130.0,62.935000002384186
UrbanNav-HK-Medium-Urban-1,1621218783,E01,0,23.0,40.0,334.0,9.092000000178814
UrbanNav-HK-Medium-Urban-1,1621218783,E13,1,20.0,35.0,45.0,56.03000000491738
UrbanNav-HK-Medium-Urban-1,1621218783,G01,0,26.0,42.0,168.0,52.7090000025928
UrbanNav-HK-Medium-Urban-1,1621218783,G08,0,25.0,53.0,11.0,60.50499999895692
UrbanNav-HK-Medium-Urban-1,1621218783,G09,1,35.0,28.0,232.0,28.835999995470047
UrbanNav-HK-Medium-Urban-1,1621218783,G16,0,19.0,16.0,77.0,48.64200000092387
UrbanNav-HK-Medium-Urban-1,1621218783,G21,0,35.0,60.0,130.0,66.86100000143051
UrbanNav-HK-Medium-Urban-1,1621218783,J03,0,27.0,61.0,68.0,32.17499998956919
UrbanNav-HK-Medium-Urban-1,1621218783,R09,0,25.0,37.0,347.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218784,E13,1,20.0,35.0,45.0,49.815000001341105
UrbanNav-HK-Medium-Urban-1,1621218784,E26,0,30.0,68.0,136.0,54.2639999948442
UrbanNav-HK-Medium-Urban-1,1621218784,G01,0,26.0,42.0,168.0,1.052999995648861
UrbanNav-HK-Medium-Urban-1,1621218784,G04,0,13.0,19.0,195.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218784,G09,1,34.0,28.0,232.0,7.752000004053116
UrbanNav-HK-Medium-Urban-1,1621218784,G16,0,19.0,16.0,77.0,53.08799999952316
UrbanNav-HK-Medium-Urban-1,1621218784,G21,0,32.0,60.0,130.0,23.593000002205372
UrbanNav-HK-Medium-Urban-1,1621218784,G27,0,20.0,23.0,35.0,50.03000000119209
UrbanNav-HK-Medium-Urban-1,1621218785,E01,0,19.0,40.0,334.0,8.061000000685453
UrbanNav-HK-Medium-Urban-1,1621218785,E13,1,16.0,35.0,45.0,13.003000002354383
UrbanNav-HK-Medium-Urban-1,1621218785,G01,0,21.0,42.0,168.0,30.18700000271201
UrbanNav-HK-Medium-Urban-1,1621218785,G08,0,28.0,53.0,11.0,53.032999999821186
UrbanNav-HK-Medium-Urban-1,1621218785,G09,1,34.0,28.0,232.0,33.894999999552965
UrbanNav-HK-Medium-Urban-1,1621218785,G21,0,32.0,60.0,130.0,66.22400000318885
UrbanNav-HK-Medium-Urban-1,1621218785,G27,0,20.0,23.0,35.0,11.874000001698732
UrbanNav-HK-Medium-Urban-1,1621218786,E01,0,22.0,40.0,334.0,26.644999999552965
UrbanNav-HK-Medium-Urban-1,1621218786,E13,1,24.0,35.0,45.0,19.469999998807907
UrbanNav-HK-Medium-Urban-1,1621218786,E26,0,28.0,68.0,136.0,52.36299999803305
UrbanNav-HK-Medium-Urban-1,1621218786,G01,0,22.0,42.0,168.0,28.260999999940395
UrbanNav-HK-Medium-Urban-1,1621218786,G08,0,25.0,53.0,11.0,1.9870000034570694
UrbanNav-HK-Medium-Urban-1,1621218786,G09,1,35.0,28.0,232.0,1.3070000000298023
UrbanNav-HK-Medium-Urban-1,1621218786,G16,0,18.0,16.0,77.0,29.028000000864267
UrbanNav-HK-Medium-Urban-1,1621218786,G21,0,32.0,60.0,130.0,31.62099999934435
UrbanNav-HK-Medium-Urban-1,1621218786,G27,0,19.0,23.0,35.0,45.278999999165535
UrbanNav-HK-Medium-Urban-1,1621218786,J02,0,30.0,64.0,61.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218787,E13,1,21.0,35.0,45.0,1.5240000039339066
UrbanNav-HK-Medium-Urban-1,1621218787,E26,0,28.0,68.0,136.0,38.0
UrbanNav-HK-Medium-Urban-1,1621218787,G01,0,25.0,42.0,168.0,10.971999995410442
UrbanNav-HK-Medium-Urban-1,1621218787,G09,1,34.0,28.0,232.0,4.428999997675419
UrbanNav-HK-Medium-Urban-1,1621218787,G16,0,18.0,16.0,77.0,33.22700000181794
UrbanNav-HK-Medium-Urban-1,1621218787,G21,0,22.0,60.0,130.0,22.667000003159046
UrbanNav-HK-Medium-Urban-1,1621218787,J02,0,29.0,64.0,61.0,31.927000001072884
UrbanNav-HK-Medium-Urban-1,1621218787,J03,0,27.0,61.0,68.0,26.23300000280142
UrbanNav-HK-Medium-Urban-1,1621218788,E13,1,21.0,35.0,45.0,29.86100000143051
UrbanNav-HK-Medium-Urban-1,1621218788,G01,0,23.0,42.0,168.0,61.13500000163913
UrbanNav-HK-Medium-Urban-1,1621218788,G08,0,27.0,53.0,11.0,5.711000002920628
UrbanNav-HK-Medium-Urban-1,1621218788,G09,1,34.0,28.0,232.0,28.868999999016523
UrbanNav-HK-Medium-Urban-1,1621218788,G16,0,18.0,16.0,77.0,19.078999999910593
UrbanNav-HK-Medium-Urban-1,1621218788,G21,0,25.0,60.0,130.0,43.51000000163913
UrbanNav-HK-Medium-Urban-1,1621218788,J02,1,29.0,64.0,61.0,37.78099999576807
UrbanNav-HK-Medium-Urban-1,1621218788,J03,1,24.0,61.0,68.0,27.306999996304512
UrbanNav-HK-Medium-Urban-1,1621218789,E13,1,21.0,35.0,45.0,18.074999999254942
UrbanNav-HK-Medium-Urban-1,1621218789,E26,0,24.0,68.0,136.0,53.260999996215105
UrbanNav-HK-Medium-Urban-1,1621218789,G01,0,24.0,42.0,168.0,4.806000001728535
UrbanNav-HK-Medium-Urban-1,1621218789,G07,0,29.0,56.0,319.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218789,G08,0,38.0,53.0,11.0,6.778000000864267
UrbanNav-HK-Medium-Urban-1,1621218789,G09,0,34.0,28.0,232.0,87.42000000178814
UrbanNav-HK-Medium-Urban-1,1621218789,G16,0,18.0,16.0,77.0,84.40199999883771
UrbanNav-HK-Medium-Urban-1,1621218789,G21,0,26.0,60.0,130.0,48.33900000154972
UrbanNav-HK-Medium-Urban-1,1621218789,G27,0,25.0,23.0,35.0,5.532999999821186
UrbanNav-HK-Medium-Urban-1,1621218789,R09,0,20.0,37.0,347.0,53.81999999284744
UrbanNav-HK-Medium-Urban-1,1621218789,R15,0,17.0,12.0,116.0,169.10899997502565
UrbanNav-HK-Medium-Urban-1,1621218790,E26,0,22.0,68.0,136.0,60.78199999779463
UrbanNav-HK-Medium-Urban-1,1621218790,G01,0,21.0,42.0,168.0,40.89000000432134
UrbanNav-HK-Medium-Urban-1,1621218790,G07,1,29.0,56.0,319.0,48.01000000163913
UrbanNav-HK-Medium-Urban-1,1621218790,G08,0,27.0,53.0,11.0,42.19700000062585
UrbanNav-HK-Medium-Urban-1,1621218790,G09,0,30.0,28.0,232.0,78.17600000277162
UrbanNav-HK-Medium-Urban-1,1621218790,G16,0,20.0,16.0,77.0,85.38900000229478
UrbanNav-HK-Medium-Urban-1,1621218790,G21,0,23.0,60.0,130.0,69.43200000375509
UrbanNav-HK-Medium-Urban-1,1621218790,G27,0,25.0,23.0,35.0,5.967999998480082
UrbanNav-HK-Medium-Urban-1,1621218790,G30,0,17.0,17.0,319.0,0.0
UrbanNav-HK-Medium-Urban-1,1621218790,J02,1,27.0,64.0,61.0,44.48200000077486
UrbanNav-HK-Medium-Urban-1,1621218790,R09,0,20.0,37.0,347.0,0.9030000008642673
UrbanNav-HK-Medium-Urban-1,1621218791,E01,0,19.0,40.0,334.0,4.8540000058710575
UrbanNav-HK-Medium-Urban-1,1621218791,E13,1,24.0,35.0,45.0,63.83000000193715
